Restrição de Atendimento,Escola,Código INEP,UF,Município,Localização,Localidade Diferenciada,Categoria Administrativa,Endereço,Telefone,Dependência Administrativa,Categoria Escola Privada,Conveniada Poder Público,Regulamentação pelo Conselho de Educação,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Outras Ofertas Educacionais,Latitude,Longitude
ESCOLA ATENDE EXCLUSIVAMENTE ALUNOS COM DEFICIÊNCIA,ESCOLA MUNICIPAL DE ENSINO ESPECIAL DO BAIRRO VENDA NOVA,31217816,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CARLOS TORREZANI, 00190 LETICIA. 31570-340 Belo Horizonte - MG.",(31) 32775579,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,,-19.80863167,-43.97899
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL ELOY HERALDO LIMA,31217824,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ENGRACIA COSTA E SILVA, 56 VALE DO JATOBA. 30664-800 Belo Horizonte - MG.",(31) 32775864,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-20.00497391,-44.04160917
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL LUIZ GONZAGA JUNIOR,31217832,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA MARIA PEREIRA DAMASCENO, 65 ERNESTO DO NASCIMENTO. 30668-430 Belo Horizonte - MG.",(31) 32778934,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",Atividade Complementar,-20.008795,-44.03242333
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL VINICIUS DE MORAES,31217841,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA SEBASTIAO MOREIRA, 409 TIROL. 30662-180 Belo Horizonte - MG.",(31) 32775838,Municipal,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",Atividade Complementar,-19.9901072,-44.03900089
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DA VILA PINHO,31217859,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA COLETORA, 00956 VILA PINHO. 30670-050 Belo Horizonte - MG.",(31) 32775891,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",Atividade Complementar,-20.0036324,-44.0232628
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL EDITH PIMENTA DA VEIGA,31217867,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"ALA VARGEM GRANDE, 38 CASTANHEIRA. 30668-160 Belo Horizonte - MG.",(31) 32775862,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",Atividade Complementar,-19.99622243,-44.03064229
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL FERNANDO DIAS COSTA,31217875,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PEDRO ALEXANDRINO MENDONCA, 59 CONJUNTO TAQUARIL. 30290-590 Belo Horizonte - MG.",(31) 32775761,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-19.91944667,-43.8777
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL MURILO RUBIAO,31217883,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA UM, 10 ACAIACA. 31990-365 Belo Horizonte - MG.",(31) 32776728,Municipal,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",Atividade Complementar,-19.84703,-43.89622
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL FRANCISCO MAGALHAES GOMES,31217891,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DOS MAMOEIROS, 98 VILA CLORIS. 31744-060 Belo Horizonte - MG.",(31) 32775493,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,"Atendimento Educacional Especializado, Atividade Complementar",-19.82117764,-43.94967603
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL PADRE FRANCISCO CARVALHO MOREIRA,31218618,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ITAITUBA, 12 SAO GERALDO. 31050-714 Belo Horizonte - MG.",(31) 986522721,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-19.89931663,-43.90416787
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL ANNE FRANK,31219185,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CECILIA MAGALHAES GOMES, 445 CONFISCO. 31360-510 Belo Horizonte - MG.",(31) 32777189,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-19.86703,-44.02012
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL PROFESSORA MARIA MAZARELLO,31219193,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA BENEDITO NEVES, 00045 NAZARE. 31990-160 Belo Horizonte - MG.",(31) 988883200,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,Atividade Complementar,-19.8538028,-43.89273056
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL OSWALDO FRANCA JUNIOR,31219223,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CIRCULAR, 00335 SAO GABRIEL. 31980-630 Belo Horizonte - MG.",(31) 32776754,Municipal,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-19.85356,-43.91303
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL SANTA TEREZINHA,31219231,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CONCEICAO DA APARECIDA, 00400 SANTA TEREZINHA. 31365-150 Belo Horizonte - MG.",(31) 32777107,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,"Atendimento Educacional Especializado, Atividade Complementar",-19.8713,-44.00114
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL PREFEITO OSWALDO PIERUCCETTI,31219398,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CAITITE, 309 CONJUNTO JARDIM FILADELFIA. 30860-330 Belo Horizonte - MG.",(31) 32777145,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-19.91002164,-44.00900623
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL SOBRAL PINTO,31219550,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DAS ALMAS, 1120 CONJUNTO PAULO VI. 31998-020 Belo Horizonte - MG.",(31) 32777493,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,"Atendimento Educacional Especializado, Atividade Complementar",-19.83292,-43.8831
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL PROFESSOR AMILCAR MARTINS,31219568,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PRELUDIO, 00054 SANTA AMELIA. 31560-450 Belo Horizonte - MG.",(31) 32777850,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-19.83173,-43.97186
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL JOSE MARIA DOS MARES GUIA,31223654,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DOS BENEDITINOS, 00180 HELIOPOLIS. 31730-758 Belo Horizonte - MG.",(31) 32777404,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-19.84364519,-43.9416629
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL PAULO MENDES CAMPOS,31223689,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DA BAHIA, 1534 LOURDES. 30160-017 Belo Horizonte - MG.",(31) 32774469,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,-19.94086,-43.94259
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL CAIO LIBANO SOARES,31223697,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CARANGOLA, 00288 6º ANDAR. SANTO ANTONIO. 30330-240 Belo Horizonte - MG.",(31) 32778590,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação de Jovens Adultos,Atendimento Educacional Especializado,-19.94141537,-43.94237007
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL GOVERNADOR OZANAM COELHO,31224111,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ANGELA BENAREGES, 166 CONJUNTO CAPITAO EDUARDO. 31998-360 Belo Horizonte - MG.",(31) 32777858,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",Atividade Complementar,-19.82978982,-43.867785
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL MIRIAM BRANDAO,31231959,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JOAO BATISTA FERNANDES, 75 SERRA VERDE. 31630-340 Belo Horizonte - MG.",(31) 988883375,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-19.79923145,-43.95672823
ESCOLA ATENDE EXCLUSIVAMENTE ALUNOS COM DEFICIÊNCIA,ESCOLA MUNICIPAL DE ENSINO ESPECIAL FREI LEOPOLDO,31231967,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CLOVIS CYRILO LIMONGE, 141 SALGADO FILHO. 30555-030 Belo Horizonte - MG.",(31) 32776880,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,Atividade Complementar,-19.95047582,-43.97904278
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL PEDRO NAVA,31231975,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA SAO PEDRO DA ALDEIA, 445 SERRA DO CURRAL. 30390-021 Belo Horizonte - MG.",(31) 32778243,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",Atividade Complementar,-19.99966458,-43.96629432
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL ULYSSES GUIMARAES,31231983,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA BOLIVIA, 532 SANTA RITA DE CASSIA. 30330-360 Belo Horizonte - MG.",(31) 32775253,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",Atividade Complementar,-19.95089,-43.93981
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL MARIA DA ASSUNCAO DE MARCO,31231991,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ANA HORTA, 00098 GOIANIA. 31960-210 Belo Horizonte - MG.",(31) 32777498,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",Atividade Complementar,-19.85966,-43.90426
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL ARMANDO ZILLER,31232009,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA GERALDO ILIDIO TEIXEIRA, 00283 MANTIQUEIRA. 31655-440 Belo Horizonte - MG.",(31) 32775571,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,Atividade Complementar,-19.78540698,-43.98378131
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL PRESIDENTE JOAO PESSOA,31232017,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CONGONHAS, 00639 SANTO ANTONIO. 30330-100 Belo Horizonte - MG.",(31) 32778588,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",Atividade Complementar,-19.9433977,-43.94160309
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL ALESSANDRA SALUM CADAR,31232025,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA BUDAPESTE, 68 EUROPA. 31620-340 Belo Horizonte - MG.",(31) 32775598,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-19.80426167,-43.96936
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL RUI DA COSTA VAL,31233366,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CECILIA TRINDADE SILVA, 221 JARDIM FELICIDADE. 31742-533 Belo Horizonte - MG.",(31) 32776782,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",Atividade Complementar,-19.82957326,-43.92820093
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL CIAC LUCAS MONTEIRO MACHADO,31244473,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA OTAVIANO DE CARVALHO, 12 VILA PINHO. 30670-180 Belo Horizonte - MG.",(31) 32775868,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental","Atendimento Educacional Especializado, Atividade Complementar",-19.99957108,-44.02636969
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE MINAS GERAIS,31245488,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA AMAZONAS, 5253 NOVA SUICA. 30421-169 Belo Horizonte - MG.",(31) 33197131,Federal,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",,-19.9304129,-43.9782947
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE PROFESSORA ADIR ANDRADE ALBANO,31246425,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA RAIMUNDO GONCALVES FIGUEIREDO, 85 LAGOA. 31575-540 Belo Horizonte - MG.",(31) 34563388,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-19.8080716,-43.9988003
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE EMILIA CERDEIRA,31246433,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"PRACA SAO SEBASTIAO, 13 BETANIA. 30590-232 Belo Horizonte - MG.",(31) 33834363,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,Atividade Complementar,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL CARLOS DRUMMOND DE ANDRADE,31247294,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DAS PEDRINHAS, 76 SAO JOAO BATISTA. 31515-130 Belo Horizonte - MG.",(31) 32775596,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-19.82164834,-43.9541627
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL HELIO PELLEGRINO,31247308,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA GUILHERME SOARES, 255 AARAO REIS. 31814-570 Belo Horizonte - MG.",(31) 32776707,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",Atividade Complementar,-19.84499,-43.92483
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL ANISIO TEIXEIRA,31250651,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA BOLIVAR, 00010 UNIAO. 31170-670 Belo Horizonte - MG.",(31) 32775795,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",Atividade Complementar,-19.88342822,-43.92585851
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE MARIA ANDRADE RESENDE,31253413,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA REINATO FANTONI, 51 ENSEADA DAS GARCAS. 31545-320 Belo Horizonte - MG.",(31) 34911356,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Médio,,-19.83344,-43.99632
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA DE EDUCACAO BASICA E PROFISSIONAL DA UFMG - CENTRO PEDAGOGICO,31258377,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA PRESIDENTE ANTONIO CARLOS, 6627 PAMPULHA. 31270-901 Belo Horizonte - MG.",(31) 34095187,Federal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-19.8672563,-43.9586483
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL UNIAO COMUNITARIA,31273252,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PROFESSOR LUIZ BICALHO, 505 BRASIL INDUSTRIAL. 30626-070 Belo Horizonte - MG.",(31) 32779124,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",Atividade Complementar,-20.00041,-44.01434
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL HENFIL,31273732,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA BOAVENTURA, 844 INDAIA. 31270-020 Belo Horizonte - MG.",(31) 32777947,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-19.86431793,-43.95426623
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL PROFESSOR EDGAR DA MATTA MACHADO,31283002,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PENALVA, 00201 DOM SILVERIO. 31985-260 Belo Horizonte - MG.",(31) 32776736,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",Atividade Complementar,-19.85409333,-43.90482833
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL FLORESTAN FERNANDES,31283011,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PAU-FERRO, 360 SOLIMOES. 31742-810 Belo Horizonte - MG.",(31) 32777472,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental","Atendimento Educacional Especializado, Atividade Complementar",-19.82139742,-43.9242839
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO MILITAR DE BELO HORIZONTE,31291030,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA MARECHAL ESPERIDIAO ROSAS, 400 CPOR/CM-BH. SAO FRANCISCO. 31255-000 Belo Horizonte - MG.",(31) 33264939,Federal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-19.87149,-43.95903
